track_name,artist,popularity,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Things I Can't Say (feat. Julia Cole),Spencer Crandall,70,3kdQfsfmWiLbPFrcdvhSYg,country,0.616,0.798,8,-4.224,1,0.0481,0.0125,0.0,0.114,0.936,80.033,164955,4
Broken Halos,Chris Stapleton,70,06gD2ZtK3Dzc1BYqWExQJJ,country,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
Country Girl (Shake It For Me),Luke Bryan,70,0yD66650JxhqKbW76C2qCo,country,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560,4
Nothing's Better,Filmore,70,1LtiNpTzzSX8qcvlPFLmeR,country,0.8,0.515,9,-5.431,1,0.0351,0.0724,0.0,0.355,0.949,110.018,193145,4
Lady,Brett Young,70,3ySLzrN7950dpf1ncttONO,country,0.408,0.523,7,-8.001,1,0.0353,0.417,9.58e-06,0.0877,0.428,169.954,193416,4
Hippies and Cowboys,Cody Jinks,69,72Fnsr9pkCyXCmY3BS7sbx,country,0.698,0.586,5,-5.066,1,0.0278,0.0504,0.0,0.295,0.623,115.081,300680,4
Heading South,Zach Bryan,70,2c8WbESPtql9rRE2lB9Wwl,country,0.671,0.243,4,-14.14,1,0.0607,0.772,0.0,0.113,0.358,110.051,171693,4
God Whispered Your Name,Keith Urban,69,7Ce11Oh1kConF6UlkBWnaZ,country,0.594,0.6,2,-6.712,1,0.0498,0.306,0.0,0.149,0.5,145.967,232165,4
Holler Boys,Upchurch,69,1XsTcnVnJqjjXXLBRqXWmD,country,0.674,0.425,1,-7.725,1,0.031,0.191,0.0,0.169,0.11,119.954,211499,4
Ridin’ Roads,Dustin Lynch,69,2VPmBOuy7ZAOFSzKwW2IEt,country,0.547,0.817,9,-4.255,1,0.0448,0.0986,0.0,0.136,0.592,142.118,205427,4
The Joker,Steve Miller Band,76,1bp2IO61zbQrbWNmKKxg3f,country,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4
Drinkin' Problem,Midland,69,1vBpwxsLVwaR4evBIaFmqD,country,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.313,0.621,102.0,220800,4
I'm Comin' Over,Chris Young,69,0H04yVa3DJxoXbLBpAb7iV,country,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.997,197280,4
"Wine, Beer, Whiskey",Little Big Town,69,5avVDmK9FVJpd3MDO8I3Zl,country,0.727,0.914,7,-5.85,1,0.0743,0.617,0.0,0.596,0.784,106.021,196160,4
What If I Never Get Over You,Lady A,70,0qkdE1C0ufnUISKwhg8Wh6,country,0.576,0.724,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,206598,4
All To Myself,Dan + Shay,70,08tq1XcHwVt5PHXUo87i0D,country,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4
She's Country,Jason Aldean,68,0PspNrE4MSjr1JeB4OW0jn,country,0.553,0.872,1,-2.832,0,0.0782,0.198,0.0,0.0659,0.638,172.138,220573,4
Good Directions,Billy Currington,68,7GQjJEwqlp6m5HNWVQd6OR,country,0.716,0.72,5,-2.183,1,0.0319,0.307,0.0,0.135,0.464,122.512,215853,4
Should've Been A Cowboy,Toby Keith,69,18BajNiyvH6GpYshB0unrm,country,0.585,0.793,7,-3.713,1,0.0322,0.351,0.0,0.3,0.732,133.839,208413,4
Prayed For You,Matt Stell,69,4j6GMcVcqZf1r0GDqMtYp6,country,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,210373,4
Country Boy (feat. George Jones & Charlie Daniels),Aaron Lewis,68,77A7dWpSxVoauUbJn83Oj3,country,0.595,0.667,6,-6.442,1,0.034,0.296,0.0,0.109,0.272,121.949,283347,4
Die From A Broken Heart,Maddie & Tae,69,1kFpL1itkwkdhO6kcmNJra,country,0.607,0.514,4,-6.631,1,0.0323,0.363,0.0,0.258,0.414,75.978,188291,4
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,68,0M7mWKqwTIaVjYyxfZmtTa,country,0.424,0.661,2,-5.547,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,195533,4
wAnt me back,Lindsay Ell,69,04FTCJKkMcFkTdGR7qC1Tm,country,0.54,0.695,4,-4.16,1,0.0656,0.167,6.24e-05,0.11,0.667,156.133,193040,4
Written in the Sand,Old Dominion,69,2A69wys3S9uiPSmn6UZWJn,country,0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,184080,4
Love Ain't,Eli Young Band,69,6uVzeU47Qzg0rrMneP5BNg,country,0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,186119,4
Without You,Luke Combs,71,3zxAw8PaqpeGZ3Pakkxv3J,country,0.522,0.659,6,-6.016,1,0.0304,0.307,0.0,0.102,0.355,141.996,224987,4
"Take Me Home, Country Roads",John Denver,77,39q7xibBdRboeMKUbZEB6g,country,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
Nose on the Grindstone (OurVinyl Sessions),Tyler Childers,70,4yokHrXHSukhHh4byNVlWB,country,0.441,0.283,0,-11.039,0,0.0744,0.738,0.0,0.156,0.389,76.026,204000,3
Bad Moon Rising,Creedence Clearwater Revival,78,20OFwXhEXf12DzwXmaV7fj,country,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
I Love My Country,Florida Georgia Line,69,5blHL2xSCGv00fr1DGuvEf,country,0.527,0.943,4,-3.56,1,0.065,0.0249,0.0,0.373,0.584,140.132,184573,4
Me and My Kind,Cody Johnson,68,4rW9EUFaMSNVY8JhbqrB6z,country,0.588,0.807,2,-3.426,1,0.0283,0.0835,0.0,0.109,0.674,110.014,156200,4
If I Die Young,The Band Perry,68,4u26EevCNXMhlvE1xFBJwX,country,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4
Slow Burn,Kacey Musgraves,70,6ET9kf9riLETWs9lePUEAI,country,0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613,246133,4
"Houston, We Got a Problem",Luke Combs,70,6guWjUuNYziyNXgjFo1IpF,country,0.521,0.762,9,-5.059,1,0.0362,0.0961,6.15e-06,0.395,0.486,143.866,191987,4
Have You Ever Seen The Rain,Creedence Clearwater Revival,71,5DnT9a5IM3eMjKgXTWVJvi,country,0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122,160333,4
Do I Make You Wanna,Billy Currington,68,3I7krC8kr0gFR7P6vInR1I,country,0.553,0.747,9,-5.432,1,0.0279,0.106,0.0,0.154,0.521,90.012,234307,4
Drunk & I Miss You,Jimmie Allen,69,7DoUCGBFzVTVfl4Nhl5BZE,country,0.583,0.661,9,-4.362,0,0.027,0.436,0.0,0.0923,0.541,112.829,167360,4
Boot Scootin' Boogie,Brooks & Dunn,69,7Fq9RwQxSn3kW85PrDUf0M,country,0.656,0.817,11,-4.296,0,0.0435,0.22,0.0,0.306,0.862,130.446,198020,4
Whitehouse Road,Tyler Childers,70,0fbR95FEaJUxiQYaqZZukv,country,0.607,0.739,0,-5.503,1,0.0274,0.114,0.000234,0.192,0.875,84.467,280787,4
Unforgettable,Thomas Rhett,68,30MM5jWpUmOxtTNd9Ey5LZ,country,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,4
A Song to Remember,A Thousand Horses,69,62Ovt2av0MlBvorjVeINQP,country,0.548,0.836,1,-6.371,0,0.0389,0.000297,0.0,0.126,0.522,114.893,191614,4
Drunk On A Plane,Dierks Bentley,68,1soxUgYIZb1qx1c7o1Lc7z,country,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,254467,4
Singles You Up,Jordan Davis,70,4LiMQ6G9n84rDUBs9wtwz6,country,0.491,0.907,7,-3.594,1,0.0481,0.0491,0.0,0.242,0.631,199.943,182667,4
Things A Man Oughta Know,Lainey Wilson,69,7cwKO3SvjCpTyLiIWfnxpx,country,0.661,0.67,3,-5.58,1,0.0307,0.518,2.2e-06,0.13,0.357,139.852,206320,4
American Girl,Tom Petty and the Heartbreakers,75,7MRyJPksH3G2cXHN8UKYzP,country,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4
Happy Does,Kenny Chesney,69,2v08cjj3Th8RpfJgluECcj,country,0.715,0.665,6,-5.486,1,0.0381,0.301,0.0,0.123,0.593,109.019,168733,4
Golden Hour,Kacey Musgraves,69,0pMfPzdRiPAoSM9yWF4OcT,country,0.611,0.555,6,-6.372,0,0.0274,0.0952,0.0,0.11,0.413,88.969,198453,4
Workin' on,Colt Ford,70,5kSPD3rOo2hGYVwheIxpv8,country,0.521,0.804,0,-4.395,1,0.0569,0.0658,0.0,0.0521,0.553,143.952,224700,4
Drunk Me,Mitchell Tenpenny,70,1G4cdOtF36ZCs6i2dZoC87,country,0.499,0.797,2,-3.77,1,0.0554,0.199,0.0,0.0933,0.408,176.024,211768,4
There Was This Girl,Riley Green,69,7grWGhX8SHNmyGOkMNVMCt,country,0.616,0.877,1,-4.223,1,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,194427,4
Butterflies,Kacey Musgraves,70,30VHURM5NOfoZmqp2iKawS,country,0.689,0.614,4,-6.137,0,0.0306,0.252,1.95e-05,0.178,0.411,141.97,219053,4
Jack & Diane,John Mellencamp,74,43btz2xjMKpcmjkuRsvxyg,country,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,254493,4
Colder Weather,Zac Brown Band,68,23hDnIFoFlVTDA6y8YrJoR,country,0.667,0.381,3,-7.494,1,0.0294,0.455,0.0,0.116,0.199,135.975,273893,4
My Kinda Folk,Luke Combs,69,3PwtBxiuJGVGHFfHjOjTpY,country,0.52,0.929,7,-4.592,1,0.0451,0.00646,1.56e-06,0.345,0.686,148.147,267307,4
Something You Ain't Ever Had,Waterloo Revival,69,24QBf1y8rRcyBgKjoUlIdn,country,0.488,0.781,9,-5.758,1,0.0446,0.0173,0.0,0.208,0.582,76.971,188002,4
Five More Minutes,Scotty McCreery,68,3qTmB5HxP9ilJaiM6B1yuk,country,0.494,0.634,7,-4.933,1,0.0282,0.259,1.15e-06,0.109,0.28,156.03,241147,4
Somethin' 'Bout A Truck,Kip Moore,68,6Ymvlzom4TQeoKqAWsZRD8,country,0.554,0.794,11,-5.417,1,0.035,0.0697,0.0,0.63,0.79,176.01,213827,4
You Make It Easy,Jason Aldean,67,2ZxTjs4EdJl4Y9YByIiNoo,country,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3
Big Green Tractor,Jason Aldean,67,4KAzYqfcijCSZa2P3etHoM,country,0.623,0.59,4,-5.014,1,0.028,0.646,0.0,0.295,0.579,137.071,204200,4
Song of the South,Alabama,69,2uX5f3x2cObov0iDAPln4o,country,0.486,0.633,9,-8.414,1,0.0365,0.176,0.0,0.312,0.669,162.158,190800,4
A Country Boy Can Survive,"Hank Williams, Jr.",67,77dcKrzRUI02XjHd2okARp,country,0.688,0.459,7,-9.353,1,0.0365,0.144,0.0,0.0816,0.493,75.184,255000,4
Stick That In Your Country Song,Eric Church,68,5lH14PEjAXYuMTz0Dd4L1D,country,0.536,0.863,0,-5.081,0,0.0362,0.0658,0.172,0.118,0.405,89.979,228707,4
Break Up In A Small Town,Sam Hunt,69,7aftSOGSOpSoIlVAQVBb71,country,0.579,0.776,8,-5.365,1,0.173,0.0749,0.0,0.239,0.434,136.044,229880,4
Jolene,Dolly Parton,74,2SpEHTbUuebeLkgs9QB7Ue,country,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,161533,4
Crazy Girl,Eli Young Band,67,1nVLAEzhBXMJLR5zAl90Nl,country,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,200707,3
Watching You,Rodney Atkins,68,5OusUgzHz6Ulb3GZT7WUo5,country,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993,235427,4
All the Pretty Girls,Kenny Chesney,68,66pxmg3Jhjm09tHoWR1wVR,country,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996,212893,4
How Country Feels,Randy Houser,68,6aUhfNWYnMThF3TGtuYUUu,country,0.678,0.839,7,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952,185907,4
Your Man,Josh Turner,71,1WzAeadSKJhqykZFbJNmQv,country,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,211893,4
Parachute,Chris Stapleton,70,5jROdl6MhcmP3O7h2sVgtw,country,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,4
Homegrown,Zac Brown Band,68,1qwnPVOIJjAFfCc40Etb1D,country,0.711,0.801,6,-3.742,1,0.029,0.0244,0.000113,0.135,0.956,105.006,205000,4
Need You Now,Lady A,69,11EX5yhxr9Ihl3IN1asrfK,country,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573,4
Drowning,Chris Young,67,59JBsvbxoibwgWLVE61acB,country,0.438,0.661,5,-5.189,1,0.0359,0.211,0.0,0.0865,0.319,75.989,189823,4
Six Feet Apart,Luke Combs,70,3aMUiKCIXJeurR5ppEMJZD,country,0.565,0.598,6,-5.894,1,0.0276,0.335,0.0,0.124,0.449,155.814,199068,4
Wasting All These Tears,Cassadee Pope,68,25zXRQGuwYZdIp88fVZOPC,country,0.465,0.772,5,-3.932,0,0.0378,0.0959,1.04e-05,0.167,0.257,155.83,215640,4
Me About Me,RaeLynn,69,7F0fPQWt7E2jjreRSZOdna,country,0.465,0.61,1,-5.302,1,0.0317,0.625,8.28e-05,0.128,0.235,83.664,166928,4
To a T,Ryan Hurd,68,64wjSAPLRnrjNByQCxnX3u,country,0.687,0.641,11,-5.814,1,0.03,0.17,0.0,0.111,0.663,120.04,178813,4
Listen to the Music,The Doobie Brothers,76,7Ar4G7Ci11gpt6sfH9Cgz5,country,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4
Girl Crush,Little Big Town,69,11qh54D0PKkBwelpDxxiEU,country,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,193320,3
Best Shot,Jimmie Allen,68,3VamXAvVMczcS2PTYtPfBQ,country,0.629,0.464,4,-8.72,1,0.0334,0.75,0.0,0.0853,0.523,156.051,195053,4
Hurt,Johnny Cash,75,28cnXtME493VX9NOw9cIUh,country,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,4
Down To The Honkytonk,Jake Owen,69,5g0XcG0apQTlO3X8r38vGf,country,0.634,0.808,3,-4.12,1,0.0517,0.192,0.0,0.0898,0.937,82.016,186867,4
Thought This Through,Josh Kerr,68,7FbqWzDrsX5X9gY7CdsIKK,country,0.787,0.688,5,-7.285,1,0.0449,0.557,0.0,0.103,0.712,99.977,172663,4
Done,Chris Janson,68,693NFnfJZt16AFDaZqlflo,country,0.565,0.835,9,-3.379,1,0.0335,0.34,0.0,0.0726,0.763,105.007,220120,4
Must've Never Met You,Luke Combs,69,6ojicjDYUUoeE1tdSvfFo4,country,0.455,0.892,6,-3.218,1,0.0564,0.00951,0.0,0.143,0.641,75.218,198880,4
Humble And Kind,Tim McGraw,68,4Pn0JlCUusD2QHjADuOzuV,country,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3
Tequila,Dan + Shay,71,7Il2yWQmsqKgSkLQvHTPUI,country,0.474,0.594,11,-5.756,1,0.0289,0.0292,0.0,0.133,0.503,86.131,195987,4
Brand New Man - with Luke Combs,Brooks & Dunn,69,001UkMQHw4zXfFNdKpwXAF,country,0.573,0.846,7,-4.866,1,0.0344,0.00372,7.87e-05,0.29,0.562,127.061,191053,4
I Called Mama,Tim McGraw,68,2oWuBmQtYMx3LEgahIsJvs,country,0.499,0.619,2,-7.054,1,0.0339,0.571,4.82e-06,0.148,0.514,86.185,212147,4
My Maria,Brooks & Dunn,68,09qzRI951OVkXGCc33gzcT,country,0.673,0.842,3,-4.627,1,0.0365,0.06,0.000257,0.184,0.897,125.571,207772,4
Family Tradition,"Hank Williams, Jr.",67,73ZTWCuwudUVvvWipRnQnQ,country,0.66,0.523,4,-12.068,1,0.0608,0.0238,0.0,0.142,0.794,126.342,242960,4
Amarillo By Morning,George Strait,68,4TnUKixNWMfajncgdSwFoi,country,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39e-05,0.38,0.621,121.059,173467,4
Rolling Stoned,Upchurch,67,28B02YJaBMp2byqoM9H92n,country,0.738,0.514,7,-11.831,1,0.0767,0.188,0.0,0.3,0.201,143.932,218333,4
Chattahoochee,Alan Jackson,69,59kHPbwyyCApYA8RQQEuXm,country,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,148160,4
BOYFRIEND,HARDY,69,2AROSdGsJiXwQlgYhksgWn,country,0.553,0.705,2,-4.691,1,0.0335,0.332,0.0,0.126,0.727,143.978,219087,4
Made For You,Jake Owen,68,7vF3xkCMvZjAe2nTWY0uQZ,country,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,4
On My Way to You,Cody Johnson,67,3OjNkFFZavF89xvRqWCXmU,country,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307,4
Beer For My Horses,Toby Keith,68,7E2DqvnVtbIrFrL5X6YH9Q,country,0.717,0.85,10,-5.329,1,0.0473,0.368,0.0,0.0495,0.805,119.005,204000,4
Good Taste,Levi Hummon,68,127BD1zjmo6iCRqZgh3wxR,country,0.658,0.692,9,-5.825,1,0.0356,0.00327,0.0,0.108,0.735,95.979,157640,4
Boondocks,Little Big Town,67,3duP6mBVDsHM8ioN7o7dAK,country,0.41,0.78,9,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016,272347,4
May We All,Florida Georgia Line,68,498ZVInMGDkmmNVpSWqHiZ,country,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,4
The Git Up,Blanco Brown,73,2KKijf6Ett4kmVNJze2roh,country,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4
The Devil Went Down to Georgia,The Charlie Daniels Band,69,383Xl5QTigwj3QiA3Qc6S7,country,0.523,0.626,0,-9.425,1,0.0523,0.155,0.0,0.0869,0.917,134.127,214867,4
As Good As I Once Was,Toby Keith,68,7G6l2FtQyRhQgYgut2I6i8,country,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,227840,4
Free Bird,Lynyrd Skynyrd,71,5EWPGh7jbTNO2wakv8LjUI,country,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107,4
Sold (The Grundy County Auction Incident),John Michael Montgomery,68,0NLBwQBYJhEM9t3KAMPFVR,country,0.771,0.848,2,-7.365,1,0.035,0.108,0.0,0.35,0.803,115.642,152187,4
My Girl,Dylan Scott,67,3izNaTiYdotdPL0Bs76JqO,country,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,197640,4
Boys 'Round Here (feat. Pistol Annies & Friends),Blake Shelton,67,39FwE8edwuyiaa4PrGBkP7,country,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760,4
Heartache Medication,Jon Pardi,67,5qdQPrWmZv8xYhMJCDrdHF,country,0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075,209110,4
Millionaire,Chris Stapleton,68,68JS5SFTnW5Yv9Vzw81Jf0,country,0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4
Mercy,Brett Young,69,2VIPU72L6tIR4w8J8ap6Kp,country,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957,217120,4
Merry Go 'Round,Kacey Musgraves,68,5UDqWOgDdixYMAgAyNbpgh,country,0.651,0.466,6,-9.403,1,0.0305,0.541,0.0027,0.116,0.326,86.953,206893,4
Come Back To Bed,Sean Stemaly,68,0kSUH6KBoUrHWL93j1Lx3h,country,0.525,0.84,1,-4.21,0,0.037,0.42,1.67e-05,0.361,0.806,136.037,183920,4
Nothin' on You,Cody Johnson,66,5ggoxc2dhlFjListerctlA,country,0.358,0.358,6,-7.18,1,0.0307,0.566,0.000232,0.104,0.158,134.629,260467,3
hole in the bottle - ballerini album version,Kelsea Ballerini,69,1f6BZccfonUYohfGJIeBR1,country,0.672,0.552,4,-6.375,1,0.0316,0.504,0.0,0.0636,0.594,105.02,152440,4
"Forever and Ever, Amen",Randy Travis,67,1ipcb9qXpSHWhSUvdxJhsx,country,0.677,0.724,2,-8.992,1,0.0245,0.143,0.000101,0.158,0.697,90.392,212640,4
Hotel Key,Old Dominion,68,33471tzU1VghDg9zNgGRpz,country,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4
Live Like You Were Dying,Tim McGraw,68,7B1QliUMZv7gSTUGAfMRRD,country,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,300333,4
God's Country,Blake Shelton,68,4TCeFZNjGNQIpCuZmJkkE2,country,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,204800,4
Catch,Brett Young,69,53cGGBxGPaRjP0HVUESyW5,country,0.566,0.765,2,-6.337,1,0.0439,0.0248,0.0,0.0783,0.604,156.036,196440,4
Save a Horse (Ride a Cowboy),Big & Rich,68,5s7m2xNZWgz5FqVSIvJcGA,country,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,200307,4
Worship You,Kane Brown,68,4RN6OApAESI3Sh0gf5iuAM,country,0.63,0.496,8,-7.011,1,0.0329,0.388,0.0,0.088,0.387,78.024,205747,4
Porch Swing Angel,Muscadine Bloodline,66,50QL2fqn6EDwpBUJ5QaQ4m,country,0.518,0.411,2,-7.896,1,0.0307,0.895,0.0,0.0911,0.187,136.147,230272,4
Alright,Darius Rucker,67,5JlH51YDYsGj2dyEJKKjcN,country,0.601,0.806,7,-4.579,1,0.0345,0.0527,0.0,0.185,0.711,89.87,231920,4
Take A Back Road,Rodney Atkins,67,7B6m8tHAYZsOKOKMU5SR2n,country,0.581,0.856,3,-4.0,1,0.0783,0.183,0.0,0.0871,0.918,169.902,209427,4
Doin' Fine,Lauren Alaina,66,6nqvInlnaMzEzaw4s0zbee,country,0.439,0.752,8,-4.143,1,0.0375,0.116,0.0,0.133,0.456,166.051,199907,4
"I Like It, I Love It",Tim McGraw,68,3IvcWWehbBcBR4YZxlGM9R,country,0.643,0.961,0,-5.298,1,0.0315,0.0196,0.0,0.948,0.96,124.027,205707,4
Smile,Uncle Kracker,69,4ZC8hXXqu2hPcDLw9QTdtQ,country,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,201627,4
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,68,4ejNoyrhgjrioqJbgTNPu3,country,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,164683,4
Good Girl,Dustin Lynch,67,3NgcaTIgVh77DdwAInp996,country,0.711,0.696,7,-5.05,1,0.0869,0.16,0.0,0.17,0.694,80.512,189533,4
Sleeping on the Blacktop,Colter Wall,70,3Ozx6IrGdoQyAworJzvBDE,country,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,192480,4
What Was I Thinkin',Dierks Bentley,67,0r8iDf65NHgFgZOGLwj5r8,country,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827,4
My Church,Maren Morris,68,1LM5zQv5pBKPyO7rm7Uz6U,country,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197931,4
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,72,3dmqIB2Qxe2XZobw9gXxJ6,country,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,273600,4
GOOD TIME,Niko Moon,67,5Kpg1A7BOHpBbaT3H3xqd3,country,0.79,0.646,5,-5.878,1,0.0447,0.132,0.0,0.295,0.641,138.047,214707,4
Mama's Broken Heart,Miranda Lambert,66,2mXsZsJBThTaJXbNcg5QD4,country,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,177773,4
Take It From Me,Jordan Davis,68,3dCZm5HrG0jIXAHfNkg2H0,country,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,174255,4
Any Man Of Mine,Shania Twain,69,0pdfN7nOHMYmKykzu1cyfm,country,0.592,0.725,8,-8.698,1,0.0412,0.207,0.0,0.148,0.784,78.235,246760,4
Buy Me a Boat,Chris Janson,67,2WKLUgklz0VDX5bKTZ3eYD,country,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,179078,4
Redneck Yacht Club,Craig Morgan,66,4etE2X6t7GmyiuYLIdI8H5,country,0.49,0.817,8,-5.405,1,0.0355,0.455,0.0,0.0885,0.808,168.115,230373,4
Meet In the Middle,Diamond Rio,66,7lUE02KHkZM44BZgjCaWRO,country,0.746,0.443,4,-11.305,1,0.0359,0.663,0.0,0.223,0.554,91.11,198333,4
Simple Man,Lynyrd Skynyrd,70,1ju7EsSGvRybSNEsRvc7qY,country,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.403,120.471,356627,4
Refrigerator Door,Luke Combs,69,3bfuN2UbSYYqCLG3cdweGf,country,0.459,0.864,1,-4.397,1,0.059,0.011,3.36e-06,0.314,0.623,74.867,204240,4
Take Back Home Girl (feat. Tori Kelly),Chris Lane,67,0N9uZRrJQ3lO5TmInEjLxc,country,0.493,0.796,11,-3.971,1,0.0691,0.39,0.0,0.0957,0.644,159.988,212107,4
Body Like A Back Road,Sam Hunt,68,7FpBQ067pHB67deawpbbcY,country,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,162547,4
I Won't Back Down,Tom Petty,73,7gSQv1OHpkIoAdUiRLdmI6,country,0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,178360,4
This Is It,Scotty McCreery,67,74CEfiZthUGX5yUNNUM4bj,country,0.579,0.511,8,-6.788,1,0.0293,0.254,0.0,0.099,0.594,78.003,230973,4
Hell of a Year,Parker McCollum,66,4RYTi6AJnzLu6qYtkjZGvZ,country,0.656,0.482,0,-8.453,0,0.0303,0.411,1.44e-06,0.114,0.188,97.991,232653,4
Like a Rodeo,Kane Brown,68,7z3dPHwGxeK4fD6fYFDwiS,country,0.67,0.661,3,-6.798,0,0.0466,0.704,0.0,0.217,0.425,119.985,201730,4
Round Here,Florida Georgia Line,65,5T6DM9qjjngWnukcw0svkX,country,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4
Nothing Like You,Luke Combs,68,38gbVnKWI8xEd7AnqS9aiZ,country,0.62,0.443,5,-7.984,1,0.028,0.355,0.0,0.108,0.339,141.984,196320,4
